city,sub_location,display_name,name_ar,name_en,poi_name,category,latitude,longitude,dist_to_center_m
Jenin,Jenin City,مركز التدريب المهني,مركز التدريب المهني,,Vocational Training Center,school,32.4655932,35.3066626,948
Jenin,الألمانية,شركة الازدهار لتاجير السيارات,شركة الازدهار لتاجير السيارات,,Al-Ezdehar Rental Car Company,car_rental,32.4678665,35.3086816,1144
Jenin,عانين,مدرسة عانين الاساسية للبنات,مدرسة عانين الاساسية للبنات,'Anin Elementary School For Girls,مدرسة عانين الاساسية للبنات,school,32.4998787,35.173314,553
Jenin,قباطية,مركز شرطة,مركز شرطة,,Police Center,police,32.4117276,35.2747887,552
Jenin,كفر راعي,صيدلية السلام,صيدلية السلام,Al salam Pharmacy,صيدلية سلامة,pharmacy,32.3753515,35.1568241,168
Jenin,تلفيت,الجامعة العربية الامريكية جنين,الجامعة العربية الامريكية جنين,,American Arab University Jenin,university,32.4081589,35.342513,473
Jenin,فقوعة,عيادة طب اسنان,عيادة طب اسنان,,Dental clinic,dentist,32.4909733,35.4009265,59
Jenin,ميثلون,صيدلية راسم,صيدلية راسم,,Rasem Pharmacy,pharmacy,32.3473855,35.2705984,305
Jenin,اليامون,مسجد التوحيد,مسجد التوحيد,,Al-Tawheed Mosque,place_of_worship,32.4834765,35.2311257,118
Jenin,عجة,مسجد عمر بن الخطاب,مسجد عمر بن الخطاب,,Omar Ben Al Khatab Mosque,place_of_worship,32.3548812,35.1953223,739
Jenin,عجة,مدرسة عجة الثانوية للبنين,مدرسة عجة الثانوية للبنين,,'Ajja High School For Boys,school,32.3586522,35.2000501,527
Jenin,تعنك,مدرسة تعنك للبنين,مدرسة تعنك للبنين,Ta'aanak School For Boys,مدرسة تعنك للبنين,school,32.5176541,35.2221651,143
Jenin,تعنك,مدرسة الشهيد عبد الله عزام,مدرسة الشهيد عبد الله عزام,Martyr Abdalla Azam Elementary School,مدرسة الشهيد عبد الله عزام,school,32.5175875,35.2294819,823
Jenin,سيلة الحارثية,الإغاثة الطبية,الإغاثة الطبية,Medical Relief,الإغاثة الطبية,hospital,32.5079908,35.2273829,77
Jenin,Jenin City,مدسة جنين الثانوية,مدسة جنين الثانوية,,Jenin Secondry School,school,32.4646695,35.3002165,397
Jenin,عجة,عيادة صحية,عيادة صحية,Health clinic,Healthy Clinic,hospital,32.3580902,35.1973447,416
Jenin,عرابة,مدرسة عرابة الثانوية للبنات,مدرسة عرابة الثانوية للبنات,,Arabeh High School For Girls,school,32.4037535,35.2096779,603
Jenin,عانين,ميني ماركت فلسطين,ميني ماركت فلسطين,Palestine Minimarket,ميني ماركت فلسطين,convenience,32.5013565,35.1659233,161
Jenin,ميثلون,مستوصف,مستوصف,,Clinic,clinic,32.3464317,35.2761886,272
Jenin,عنزة,مدرسة عنزة الثانوية للبنين,مدرسة عنزة الثانوية للبنين,,'Anza High School For Boys,school,32.3555403,35.2186426,465
Jenin,Jenin City,مدرسة الخنساء,مدرسة الخنساء,,Alkhansa` School,school,32.4638363,35.305726,796
Jenin,ميثلون,مكتب تاكسي ميثلون,مكتب تاكسي ميثلون,,Meithalun Taxi Office,parking,32.3495851,35.2725891,227
Jenin,عرابة,مكتبة سامر,مكتبة سامر,,Sameer Library,library,32.4044614,35.2035392,25
Jenin,عرابة,مدرسة الشهيد ابو علي مصطفى للبنين,مدرسة الشهيد ابو علي مصطفى للبنين,,Abu Ali Mustafa Elementary School For Boys,school,32.4072803,35.2029746,299
Jenin,قباطية,مسجد الزهراء,مسجد الزهراء,,Alzahra' Mosque,place_of_worship,32.402767,35.278788,761
Jenin,جبع,مدرسة بنات جبع الثانوية,مدرسة بنات جبع الثانوية,,Jab'a girls school,school,32.3307992,35.2261806,890
Jenin,Jenin City,مطعم الحثناوي,مطعم الحثناوي,,Alhathnawi Restaurant,restaurant,32.466059,35.3054507,873
Jenin,عجة,مسجد عجا الجنوبي,مسجد عجا الجنوبي,,Southern 'Ajja Mosque,place_of_worship,32.3606651,35.1946689,129
Jenin,ميثلون,صيدلية الربيع,صيدلية الربيع,,Alrabe3 Pharmacy,pharmacy,32.3495065,35.2718751,261
Jenin,قباطية,جمعية الاقصى الطبية,جمعية الاقصى الطبية,,Al-Aksa Medical Society,doctors,32.4085019,35.2867304,637
Jenin,كفر راعي,مكتب تكسي كفر راعي,مكتب تكسي كفر راعي,,Kafr Ra'i Taxi Office,taxi,32.3728617,35.1568896,249
Jenin,مخيم جنين,مسجد الشهيد محمود,مسجد الشهيد محمود,,Alshaheed Mahmood Mosque,place_of_worship,32.4645253,35.2877812,446
Jenin,عجة,مدرسة عجة للبنات,مدرسة عجة للبنات,,'Ajja School For Girls,school,32.3579717,35.1984431,478
Jenin,Jenin City,مني ماركت الأمل,مني ماركت الأمل,,Amal Minimarket,supermarket,32.4641625,35.3070497,925
Jenin,جبع,مدرسة ذكور جبع,مدرسة ذكور جبع,,Jaba' School For Boys,school,32.3240693,35.2174203,394
Jenin,الرامة,مدرسة الرامة,مدرسة الرامة,,Al Rama School,school,32.3583577,35.1724743,289
Jenin,جبع,عيادة طب اسنان,عيادة طب اسنان,,Dental Clinic,emergency_access_point,32.3269061,35.216336,604
Jenin,كفر راعي,مدرسة كفر راعي الثانوية للبنات,مدرسة كفر راعي الثانوية للبنات,,Kafr Ra'i High School For Girls,school,32.3697824,35.1596797,680
Jenin,عرابة,مركز عرابة الصحي,مركز عرابة الصحي,,Araba Healh Center,hospital,32.4055541,35.2055746,235
Jenin,كفر راعي,سوبر ماركت الصالحين,سوبر ماركت الصالحين,,Al Salhen Supermarket,supermarket,32.3750793,35.1563887,118
Jenin,عرابة,حضانة الامل,حضانة الامل,,Al Amal kindergarten,kindergarten,32.4110159,35.2019644,724
Jenin,اليامون,حلويات الشريف,حلويات الشريف,,Al-Shareef Baker & Sweets,bakery,32.4841301,35.2308052,86
Jenin,جبع,عيادة صحية,عيادة صحية,,Medical health,emergency_access_point,32.3263601,35.2187009,395
Jenin,فحمة,مسجد الرباط,مسجد الرباط,Al-Rabat Mosque,مسجد الرباط,place_of_worship,32.3834683,35.1805397,105
Jenin,سيلة الحارثية,روضة التقى,روضة التقى,Al Tuka Kindergarten,روضة التقى,kindergarten,32.508467,35.2316056,331
Jenin,كفر راعي,محطة كفر راعي,محطة كفر راعي,,Kafr Ra'i Station,bus_station,32.3730243,35.1504013,489
Jenin,عرابة,مدرسة أم امارة الاساسية للبنات,مدرسة أم امارة الاساسية للبنات,,Om Amarah Elementary School For Girls,school,32.4039015,35.2094397,578
Jenin,جبع,المسجد القديم,المسجد القديم,Old Mosque,المسجد القديم,place_of_worship,32.3241741,35.2216611,43
Jenin,فحمة,منتزه بسمات,منتزه بسمات,,Basmat Park,theme_park,32.378925,35.1714874,892
Jenin,عانين,صيدلية عانين,صيدلية عانين,Anen Pharmacy,صيدلية عانين,pharmacy,32.501326,35.1697388,197
Jenin,جبع,عيادة اطفال,عيادة اطفال,,Children clinic,emergency_access_point,32.3255275,35.2166471,504
Jenin,سيلة الحارثية,مدرسة سيلة الحارثية,مدرسة سيلة الحارثية,Selet Al Harthaya School,مدرسة سيلة الحارثية,school,32.5090739,35.2317782,368
Jenin,اليامون,مدرسة الشهيد بلال الاوسط,مدرسة الشهيد بلال الاوسط,,Belal Alawsat School,school,32.4819344,35.2404599,1009
Jenin,اليامون,مجلس اليامون البلدي,مجلس اليامون البلدي,,Al-Yamon Municipality,public_building,32.4881595,35.232075,519
Jenin,ميثلون,دكان,دكان,,Shop,yes,32.3476402,35.2719598,175
Jenin,عرابة,محطة عرابة للمحروقات,محطة عرابة للمحروقات,,Araba Fuel Station,fuel,32.4047058,35.2067738,323
Jenin,Jenin City,مدرسة حطين للبنين,مدرسة حطين للبنين,,Heteen Boys School,school,32.4654169,35.3015298,541
Jenin,عجة,محطة عجة للمحروقات,محطة عجة للمحروقات,Ajja gas Station,Ajeh Station,bus_station,32.3583644,35.1963761,359
Jenin,اليامون,صيدلية الرضا,صيدلية الرضا,,Al Redha Pharmacy,pharmacy,32.4843423,35.2298754,55
Jenin,Jenin City,مدرسة اليوسف الاساسية للبنين,مدرسة اليوسف الاساسية للبنين,,Youssef Elementary Shool for boys,school,32.4651344,35.307631,1011
Jenin,المغير,ديوان ابو مويش,ديوان ابو مويش,,Abu Mwaish Hall,townhall,32.4258402,35.3892962,572
Jenin,عرابة,مني ماركت الاوس,مني ماركت الاوس,,Al Aws Minimarket,convenience,32.4054897,35.2037328,105
Jenin,كفر راعي,مسجد ابو ذر الغفاري,مسجد ابو ذر الغفاري,,Abu Zar Al Ghafari Mosque,place_of_worship,32.3725539,35.1565086,259
Jenin,كفر راعي,بقالة المطيع,بقالة المطيع,,Al Motee' Gracer,convenience,32.378476,35.1585579,529
Jenin,برقين,مدرسة برقين الثانوية للبنين,مدرسة برقين الثانوية للبنين,Burqin High School For Boys,Borken High School For Boys,school,32.4521704,35.2575619,533
Jenin,اليامون,ديوان العباهرة,ديوان العباهرة,,Al Abahra Dewan,townhall,32.4856698,35.2275908,299
Jenin,جبع,مركز الاتصالات الفلسطينية,مركز الاتصالات الفلسطينية,,Palestenien communication center,public_building,32.3271526,35.2161749,632
Jenin,ميثلون,محطة ميثلون,محطة ميثلون,,Meithalun Station,fuel,32.3504433,35.2648137,894
Jenin,ميثلون,محطة ابو الطاهر,محطة ابو الطاهر,,Abu Altaher Station,fuel,32.3498705,35.266722,704
Jenin,جبع,مدرسة الشهيد فريد غنام,مدرسة الشهيد فريد غنام,,Al Shaheegfareed Ghnam School,school,32.3223381,35.2182923,350
Jenin,سيلة الحارثية,مركز خدمات الاتصالات,مركز خدمات الاتصالات,,Telcomunication Service Center,public_building,32.5137657,35.2318423,749
Jenin,عرابة,مسجد عرابة,مسجد عرابة,,Araba Mosque,place_of_worship,32.40476,35.2015979,164
Jenin,كفر راعي,مسجد ابو ايوب,مسجد ابو ايوب,,Abu Ayoub Mosque,place_of_worship,32.3729571,35.1528082,295
Jenin,عنزة,مكتبة عامة,مكتبة عامة,,Genral Library,library,32.3563149,35.2199591,350
Jenin,الألمانية,مدرسة السلام,مدرسة السلام,,Alsalam School,school,32.465281,35.3096169,948
Jenin,كفر راعي,قاعة كفر راعي,قاعة كفر راعي,,Kafar Ra'ee Hall,townhall,32.3777034,35.1598156,548
Jenin,تعنك,مجلس قروي تعنك,مجلس قروي تعنك,,T'anaak Council,public_building,32.5198733,35.2204311,201
Jenin,اليامون,مقبرة اليامون,مقبرة اليامون,,Al Yamun Graveyard,grave_yard,32.4856008,35.2278369,277
Jenin,مسلية,محطة محروقات مسلية,محطة محروقات مسلية,,Meslia Fuel Station,fuel,32.3874759,35.2915374,363
Jenin,اليامون,مدرسة بنات اليامون الاساسية,مدرسة بنات اليامون الاساسية,,Alyamun School For Girls,school,32.4874977,35.231443,429
Jenin,Jenin City,محطة الزايد للمحروقات,محطة الزايد للمحروقات,,Al Zayed Fuel,fuel,32.4638632,35.3036899,615
Jenin,جبع,مسجد ابو بكر,مسجد ابو بكر,Abu Bakr Mosque,مسجد ابو بكر,place_of_worship,32.3272785,35.2151803,717
Jenin,سيلة الحارثية,جمعية الهلال الأحمر الفلسطيني,جمعية الهلال الأحمر الفلسطيني,Red Crescent Society,جمعية الهلال الأحمر الفلسطيني,public_building,32.5091721,35.2279725,156
Jenin,السويطات,مدرسة النور (جمعية الكفيف),مدرسة النور (جمعية الكفيف),,Alnoor School For Blind,school,32.4480326,35.3031219,195
Jenin,اليامون,صيدلية الشعلة,صيدلية الشعلة,,Al-Sho'ela Pharmacy,pharmacy,32.4882595,35.2316097,514
Jenin,عنزة,مدرسة عنزة الاساسية للبنين,مدرسة عنزة الاساسية للبنين,,'Anza High School For Boys,school,32.3556876,35.2196888,423
Jenin,السويطات,مسجد مراح,مسجد مراح,,Marah Mosque,place_of_worship,32.4514768,35.3004083,651
Jenin,كفر راعي,مدرسة ذكور كفر راعي الاساسية,مدرسة ذكور كفر راعي الاساسية,,Agricultural Ministry,school,32.3760842,35.155028,163
Jenin,Jenin City,مدرسة العامرية للبنين,مدرسة العامرية للبنين,,Al`mereyeh Boys School,school,32.4656091,35.3077084,1038
Jenin,اليامون,ميني ماركت رامي,ميني ماركت رامي,,Rami Minimarket,supermarket,32.4856184,35.2307167,209
Jenin,Jenin City,صيدلية سمر,صيدلية سمر,,Samar Pharmacy,pharmacy,32.4620881,35.304129,616
Jenin,جبع,صيدلية جبع,صيدلية جبع,,Jaba' Pharmacy,pharmacy,32.3239254,35.2219072,33
Jenin,عرابة,ميني ماركت الاقصى,ميني ماركت الاقصى,,Alaqsa Minimarket,supermarket,32.4031711,35.2037667,165
Jenin,عرابة,مجمع الشهيد ابو عمار,مجمع الشهيد ابو عمار,,Abu Amar Taxi Center,taxi,32.4063576,35.2034366,194
Jenin,عرابة,تكسي القصور,تكسي القصور,,Al Kusor Taxi,taxi,32.4069516,35.2117495,831
Jenin,السويطات,منتزه جنات,منتزه جنات,,Janat Park,theme_park,32.439851,35.2876568,1683
Jenin,عجة,صيدلية عجة,صيدلية عجة,Ajja Pharmacy,'Ajja Pharmacy,pharmacy,32.3612676,35.1962491,68
Jenin,Jenin City,مدرسة عز الدين للبنين,مدرسة عز الدين للبنين,,Iz Aldeen Boys School,school,32.4640884,35.3082375,1031
Jenin,كفر راعي,مسجد علي بن ابي طالب,مسجد علي بن ابي طالب,Ali Bin Abi Talib Mosque,مسجد علي بن ابي طالب,place_of_worship,32.3751236,35.1544733,92
Jenin,جبع,عيادة اسنان,عيادة اسنان,,Dental Clinic,emergency_access_point,32.3235634,35.2215473,26
Jenin,عجة,خطير,خطير,,Grave,grave_yard,32.3560785,35.1967401,615
Jenin,تعنك,مقبرة,مقبرة,Cemetery,مقبرة,grave_yard,32.5180679,35.2182988,228
Jenin,عرابة,مكتبة الامير,مكتبة الامير,,Al Ameer Library,stationery,32.4062724,35.202659,195
Jenin,اليامون,مدرسة بنات اليامون الاساسية الثانية,مدرسة بنات اليامون الاساسية الثانية,,Al-Yamon Elementary School For Girls,school,32.48024,35.2330774,498
Jenin,الزبابدة,مدرسة الزبابدة الثانوية للبنين,مدرسة الزبابدة الثانوية للبنين,,Alzababda Elementary School For Boys,school,32.3928221,35.3205568,855
Jenin,جبع,lمدرسة المسقط الثانوية,lمدرسة المسقط الثانوية,,Masqat School,school,32.3198665,35.2311662,999
Jenin,سيلة الحارثية,بلدية سيلة الحارثية,بلدية سيلة الحارثية,,Selet Al Harthya Municipilaty,public_building,32.5107386,35.2278944,330
Jenin,عرابة,مسجد ساره,مسجد ساره,,Sarah Mosque,place_of_worship,32.4064588,35.2111114,758
Jenin,عرابة,جمعية الهلال الاحمر الفلسطيني,جمعية الهلال الاحمر الفلسطيني,,Red Crescent Society,hospital,32.4024886,35.2041478,248
Jenin,عنزة,مدرسة عنزة اللثانوية للبنات,مدرسة عنزة اللثانوية للبنات,,Anazah High School For Girls,school,32.3553078,35.220673,460
Jenin,اليامون,مسجد الكبير,مسجد الكبير,,Al kaber Mosque,place_of_worship,32.4851029,35.2303301,144
Jenin,Jenin City,مخبز الحشاش,مخبز الحشاش,,Al Hashash Baker,bakery,32.4649638,35.3047406,755
Jenin,عانين,مدرسة عانين الثانوية للبنين,مدرسة عانين الثانوية للبنين,'Anin High School For Boys,مدرسة عانين الثانوية للبنين,public_building,32.5044027,35.1665172,368
Jenin,عرابة,مدرسة الشهيد ابو جهاد الثانوية,مدرسة الشهيد ابو جهاد الثانوية,,Abu Jehad High School,school,32.41059,35.2029454,666
Jenin,صانور,تكسي صانور,تكسي صانور,,Sanur Taxi,parking,32.352269,35.2481015,543
Jenin,عرابة,صيدلية الايمان,صيدلية الايمان,,Al Eman Pharmacy,pharmacy,32.4063396,35.2025578,206
Jenin,الألمانية,محطة ماجد الصغير,محطة ماجد الصغير,,Majed Alsagher Station,fuel,32.4682507,35.30998,1064
Jenin,عرابة,مسجد حمزة بن عبد المطلب,مسجد حمزة بن عبد المطلب,,Hamazah Ben Abd Al Motaleb Mosque,place_of_worship,32.4113501,35.1994092,835
Jenin,عنزة,المسجد العمري,المسجد العمري,,Al Omari Mosque,place_of_worship,32.3593965,35.2200965,32
Jenin,قباطية,مؤسسة زكارنة للتمويل,مؤسسة زكارنة للتمويل,,Zakarneh Comany,convenience,32.412053,35.280429,283
Jenin,عجة,روضة منارة العلم,روضة منارة العلم,,Manaret Al 'eelm Kindergarten,kindergarten,32.3594234,35.1994587,432
Jenin,عجة,عيادة طب اسنان,عيادة طب اسنان,,Dental Clinic,public_building,32.3605746,35.1964327,132
Jenin,الرامة,مسجد الرامة,مسجد الرامة,,Al Rama Mosque,place_of_worship,32.3540095,35.1709023,233
Jenin,فحمة,خطير,خطير,,Grave,grave_yard,32.3822928,35.1758803,375
Jenin,الألمانية,مدرسة جنين الصناعية,مدرسة جنين الصناعية,hiteen School,مدرسة حطين الثانوية,school,32.4656658,35.3088689,1027
Jenin,عانين,مدرسة عانين الثانوية للبنات,مدرسة عانين الثانوية للبنات,'Anin High School For Girls,مدرسة عانين الثانوية للبنات,school,32.4998873,35.1735703,576
Jenin,صير,عيادة صير,عيادة صير,,Sir Clinic,clinic,32.3641186,35.3141107,91
Jenin,جبع,سوبر ماركت خالد,سوبر ماركت خالد,,Khalid Supermarket,supermarket,32.3237615,35.2206692,87
Jenin,تعنك,مدرسة سيلة الحارثية الاساسية للذكور,مدرسة سيلة الحارثية الاساسية للذكور,Selet Al Harthya Elementary School For Boys,مدرسة سيلة الحارثية الاساسية للذكور,school,32.5161734,35.2305431,944
Jenin,Jenin City,مطعم بغداد,مطعم بغداد,,Baghdad Restaurant,restaurant,32.4662432,35.3055306,891
Jenin,عرابة,بلدية عرابة,بلدية عرابة,,Arabeh Municipilaty,public_building,32.4078173,35.2031069,357
Jenin,اليامون,الصديق,الصديق,,Al Sadiq,supermarket,32.4874249,35.2298451,397
Jenin,سيلة الحارثية,مسجد بلال بن رباح,مسجد بلال بن رباح,Bilal Bin Rabah Mosque,مسجد بلال بن رباح,place_of_worship,32.5064711,35.2288927,161
Jenin,فحمة,مدرسة فحمة للبنين,مدرسة فحمة للبنين,,Fahma School For Boys,school,32.3823028,35.1834271,340
Jenin,اليامون,روضة الفردوس,روضة الفردوس,,Al-Ferdaous Kindergarten,kindergarten,32.4921543,35.2341436,1004
Jenin,كفر راعي,صالة الاحلام,صالة الاحلام,,Al Ahlam Hall,museum,32.3771806,35.1565225,308
Jenin,الألمانية,قاعة النور للافراح,قاعة النور للافراح,,Al-Noor Wedding Hall,townhall,32.4695304,35.3092018,1207
Jenin,اليامون,مطعم السلام,مطعم السلام,,Al-Salam Restaurant,restaurant,32.4875572,35.2328479,494
Jenin,Jenin City,كوفي شوب,كوفي شوب,,Cafe,cafe,32.4636316,35.3042404,656
Jenin,عرابة,مقاير عرابة,مقاير عرابة,,Araba Graveyard,grave_yard,32.4060074,35.206886,367
Jenin,عرابة,مقاير عرابة,مقاير عرابة,,Araba Graveyard,grave_yard,32.4067742,35.1980739,550
Jenin,صانور,سوبر ماركت مرج صانور,سوبر ماركت مرج صانور,,Marj Sanur Supermarket,supermarket,32.352686,35.2480913,500
Jenin,سيلة الحارثية,قاعة البلد للافراح,قاعة البلد للافراح,Al Balad Hall For Parties,قاعة البلد للافراح,townhall,32.513076,35.229055,594
Jenin,اليامون,مسجد الارقم,مسجد الارقم,,Al Arkam Mosque,place_of_worship,32.4861501,35.2354128,573
Jenin,عنزة,جمعية عنزة الخيرية,جمعية عنزة الخيرية,,Charitable 'Anza Society,public_building,32.3592902,35.2219481,143
Jenin,فحمة,مدرسة بنات فحمة,مدرسة بنات فحمة,,Fahma School For Girls,school,32.3829316,35.1766784,298
Jenin,عرابة,صيدلية عرابة,صيدلية عرابة,,Arabeh Pharmacy,pharmacy,32.4055476,35.2036651,109
Jenin,اليامون,شركة مادلين للمقاولات,شركة مادلين للمقاولات,,Madeleine Contracting Company,public_building,32.4875832,35.2309025,424
Jenin,عجة,مكتب تكسي عجة,مكتب تكسي عجة,,'Ajja Taxi Office,taxi,32.3603054,35.1963916,155
Jenin,Jenin City,مطعم المنقل,مطعم المنقل,,Al-Manqal Restaurant,restaurant,32.4680711,35.3041502,925
Jenin,قباطية,مركز الامن الوطني,مركز الامن الوطني,,National Security Center,police,32.4154392,35.2889322,1061
Jenin,اليامون,ديوان ال فريحات,ديوان ال فريحات,,Al-Frehat Dewan,townhall,32.4835346,35.2319514,191
Jenin,عانين,مدرسة عانين الاساسية للبنين,مدرسة عانين الاساسية للبنين,'Anin Elementary School For Boys,مدرسة عانين الاساسية للبنين,school,32.5041274,35.1667605,332
Jenin,اليامون,صيدلية اليامون,صيدلية اليامون,,Al-Yamon Pharmacy,pharmacy,32.4853813,35.2304962,178
Jenin,عنزة,مسجد عمر المختار,مسجد عمر المختار,,Omar Al Mokhtar Mosque,place_of_worship,32.356148,35.2197341,372
Jenin,عانين,مقبرة,مقبرة,Cemetery,مقبرة,grave_yard,32.5039464,35.1647834,403
Jenin,سيلة الحارثية,مقبرة,مقبرة,Cemetery,مقبرة,grave_yard,32.508107,35.2253419,267
Jenin,برقين,مصنع لتعليب الزيوت,مصنع لتعليب الزيوت,,Factory For Oil Can,public_building,32.4572572,35.2467803,1307
Jenin,سيلة الحارثية,صيدلية مكة المكرمة,صيدلية مكة المكرمة,Makah Al Mokaramh Pharmacy,صيدلية مكة المكرمة,pharmacy,32.5087921,35.2281728,112
Jenin,عرابة,مدرسة بنات عرابة الاساسية للبنات,مدرسة بنات عرابة الاساسية للبنات,,Arabeh Elementary School For Girls,school,32.4083226,35.2035579,413
Jenin,اليامون,مختبر اليامون الطبي,مختبر اليامون الطبي,,Yamun Medical Lab,public_building,32.4885415,35.2294949,523
Jenin,عرابة,مني ماركت البركة,مني ماركت البركة,,Al Barakeh Minimarket,convenience,32.407535,35.1992531,503
Jenin,الرامة,خطير,خطير,,Grave,grave_yard,32.3549639,35.170748,128
Jenin,عرابة,ديوان ال لحلوح,ديوان ال لحلوح,,Lahloh Family Hall,townhall,32.4080162,35.2033817,379
Jenin,اليامون,مدرسة نسيبة المازنية للبنات,مدرسة نسيبة المازنية للبنات,,Nosaiba Al-mazenyah For Girls,school,32.4876354,35.2327742,497
Jenin,برقين,روضة الفارس,روضة الفارس,,Al-Fares Kindergarten,kindergarten,32.4511273,35.2627809,597
Jenin,جبع,مدرسة بنات جبع الاساسية,مدرسة بنات جبع الاساسية,,Jaba' School For Girls,school,32.3260009,35.2171259,487
Jenin,عرابة,الوكالة,الوكالة,,UNRWA,public_building,32.4018041,35.2087997,600
Jenin,كفر راعي,بلدية كفر راعي,بلدية كفر راعي,,Kafar Ra'ee Municipality,government,32.3747194,35.1529003,221
Jenin,Jenin City,مدرسة ذكور جنين الاساسية,مدرسة ذكور جنين الاساسية,,Jenin Elementary School For Boys,school,32.4649873,35.3014945,505
Jenin,عرابة,مني ماركت الكاسر,مني ماركت الكاسر,,Al Kaser Minimarket,convenience,32.4040158,35.2083119,472
Jenin,فحمة,اتحاد لجان المرأة,اتحاد لجان المرأة,,Women Union Society,public_building,32.3824453,35.182449,247
Jenin,ميثلون,ميني ماركت أبوعدي,ميني ماركت أبوعدي,Supermarket Oday,Abu Odai supermarket,supermarket,32.3469578,35.2709495,285
Jenin,مخيم جنين,مدرسة الوكالة,مدرسة الوكالة,,UNRWA School,school,32.4644989,35.2846695,551
Jenin,قباطية,مركز الهلال الاحمر,مركز الهلال الاحمر,,Red Crescent Center,emergency_access_point,32.4117318,35.2720532,790
Jenin,عانين,مدرسة عانين الاساسية للبنين,مدرسة عانين الاساسية للبنين,'Anin Elementary School For Boys,مدرسة عانين الاساسية للبنين,school,32.5047031,35.166396,403
Jenin,سيلة الحارثية,مركز سيلة الحارثية الثقافي,مركز سيلة الحارثية الثقافي,Selet Al Hartheyeh Cultural Center,مركز سيلة الحارثية الثقافي,arts_centre,32.5087645,35.2287454,122
Jenin,قباطية,سوبر ماركت البرنس,سوبر ماركت البرنس,,Albrence Supermarket,supermarket,32.4119523,35.2768916,401
Jenin,عجة,جمعية عجة الخيرية,جمعية عجة الخيرية,,Ejah Chritable Society,public_building,32.3550012,35.1945263,732
Jenin,اليامون,المسجد الكبير,المسجد الكبير,,Al-masjad Alkabeer,place_of_worship,32.4852796,35.2303093,162
Jenin,صير,مسجد صير,مسجد صير,,Sir Mosque,place_of_worship,32.3639693,35.3144269,69
Jenin,سيلة الحارثية,مسجد سيلة الحارثية,مسجد سيلة الحارثية,Selet Al Harthya Mosque,مسجد سيلة الحارثية,place_of_worship,32.508914,35.2289558,146
Jenin,سيلة الحارثية,مدرسة سيلة الحارثية للبنات,مدرسة سيلة الحارثية للبنات,Selet Al Harthya School For Girles,مدرسة سيلة الحارثية للبنات,school,32.5065887,35.2300932,224
Jenin,تعنك,مدرسة تعنك للبنات,مدرسة تعنك للبنات,Ta'naak School For Girls,مدرسة تعنك للبنات,school,32.5182314,35.2220308,123
Jenin,كفر راعي,جمعية زراعية,جمعية زراعية,,Agricultural Society,public_building,32.3720041,35.1574441,357
Jenin,سيلة الحارثية,مكتب تاكسي العامر,مكتب تاكسي العامر,Al-Amer Taxi Office,مكتب تاكسي العامر,taxi,32.5097012,35.2293393,240
Jenin,جلقموس,مجلس قروي جلقموس,مجلس قروي جلقموس,,Jalqamus Council,public_building,32.4270375,35.3673789,327
Jenin,سيلة الحارثية,عيادة وكالة الغوث,عيادة وكالة الغوث,UN Clinic,عيادة وكالة الغوث,hospital,32.510539,35.226509,344
Jenin,الرامة,معصرة السيد,معصرة السيد,,Al Sayed Presser,public_building,32.3651559,35.1723055,1015
Jenin,عرابة,مخبز ابو هنتش,مخبز ابو هنتش,,Abu Hantash Baker,bakery,32.4055033,35.2036457,103
Jenin,قباطية,بنك الاردن,بنك الاردن,Jordan Bank,بنك الاردن,bank,32.4123251,35.2778943,371
Jenin,قباطية,قباطية‎ مكتب بريد,قباطية‎ مكتب بريد,,Qabatiya Post Office,post_office,32.4132957,35.2812771,434
Jenin,عرابة,مسجد ابو جوهر,مسجد ابو جوهر,,Abu Johar Mosque,place_of_worship,32.405043,35.2028547,66
Jenin,مسلية,مسجد زيد ابن حارثة,مسجد زيد ابن حارثة,,Zaid Ibn Haretha Mosque,place_of_worship,32.3871524,35.2868555,148
Jenin,جبع,مخبز ابو يونس,مخبز ابو يونس,,Abu Yones Baker,bakery,32.3278256,35.2238342,496
Jenin,كفر راعي,مدرسة كفر راعي الاساسية للبنات,مدرسة كفر راعي الاساسية للبنات,,Kafr Ra'i Elementary School For Girls,school,32.3700527,35.1591367,626
Jenin,مخيم جنين,مسجد الرحمة,مسجد الرحمة,Al-Rahma Mosque,مسجد الرحمة,place_of_worship,32.4506058,35.2902904,1121
Jenin,جبع,مسجد المصطفى,مسجد المصطفى,,Almustafa mosque,place_of_worship,32.3295654,35.2251202,722
Jenin,سيلة الحارثية,مدرسة سيلة الحارثية الاساسية للبنات,مدرسة سيلة الحارثية الاساسية للبنات,Selet Al Harthya Elementary School For Girls,مدرسة سيلة الحارثية الاساسية للبنات,school,32.5098614,35.221955,627
Jenin,عجة,مجمع العجاوي,مجمع العجاوي,,Al Ajawi Collection,public_building,32.3527886,35.1952443,972
Jenin,عنزة,مجلس قروي عنزة,مجلس قروي عنزة,,'Anza Council,public_building,32.3573816,35.2206605,230
Jenin,سيلة الحارثية,مدرسة سيلة الحارثية الثانوية للبنات,مدرسة سيلة الحارثية الثانوية للبنات,,مدرسة سيلة الحارثية الثانوية للبنات,school,32.5074679,35.2310214,270
Jenin,سيلة الحارثية,مسجد عمر,مسجد عمر,Omar Mosque,مسجد عمر,place_of_worship,32.5094416,35.2321528,417
